user_id,created_at,hashtags,retweet_count,favorite_count,user_name,user_friends_count,user_followers_count,user_location,user_tweet_count,place,geo,tweets,happiness_index,nlppred,exclamation_number,length,question_number,uppercase_ratio
2685147635.0,2017/11/17 4:33,[],0,0,Elijah Montenegreo,746,386,"Los Angeles, CA",8899,None,None,b'Happy birthday to the legend @CozyQueso \xf0\x9f\x8e\x89',1,1,0,59,0,0.0508474576271
202051499.0,2017/11/17 4:32,[],0,0,Griselda,301,288,"Hawthorne, CA",20036,None,None,b'I want to actually plan something for my birthday this year since I never do anything and it lands on a Friday \xf0\x9f\x99\x83',0,1,0,130,0,0.0230769230769
1349856206.0,2017/11/17 4:32,[],0,0,Cher,398,1361,"Beverly Hills, CA",19183,None,None,b'happy birthday @habwestwood you\xe2\x80\x99re so nice and a wonderful person to be around with \xf0\x9f\x92\x95\xf0\x9f\x8e\x89\xf0\x9f\x8e\x81\xe2\x9d\xa4\xef\xb8\x8f',1,1,0,170,0,0.0
1540520360.0,2017/11/17 4:31,[],0,0,may i take your coat sir,249,6580,"Los Angeles, CA",22457,None,None,b'@amberuzic Tell him Jordan says happy birthday',0,-1,0,49,0,0.0408163265306
21154526.0,2017/11/17 4:26,[],0,0,Jordan Hinson,150,18308,"Los Angeles, CA",6898,None,None,"b""Happy birthday Zachy. You're the best around, nothing's ever gonna keep you down.\xe2\x80\xa6 https://t.co/xQr06RdjFD""",1,-1,0,120,0,0.0583333333333
4342930033.0,2017/11/17 4:22,[],0,3,harmz,698,3671,LA,6504,None,None,b'Early birthday gift to myself. \xf0\x9f\x98\x81\xe2\x9a\xa1\xef\xb8\x8f https://t.co/CLpOIQewTp',1,1,0,98,0,0.0714285714286
14102500.0,2017/11/17 4:21,[],0,0,Aldrin Gamos,329,3417,"Los Angeles, CA",59624,None,None,b'@breannaleeeighh Yeah I got the Mickey ad! And I have the same birthday as him \xf0\x9f\x99\x8c',2,-1,1,98,0,0.0510204081633
46764346.0,2017/11/17 4:21,[],2,31,Daniel Preda,374,201996,"Los Angeles, CA",11105,None,None,b'@alinavalerie_ @JoeyGraceffa SO CUTE! Happy birthday babes! \xf0\x9f\x92\x97\xf0\x9f\x8e\x89\xf0\x9f\x92\x85\xf0\x9f\x8f\xbc',2,-1,2,127,0,0.0708661417323
117639473.0,2017/11/17 4:21,[],0,7,MAX,5270,408413,New York / LA,26262,None,None,b'@KISS985BUFFALO @JanetSnyderKISS @NICKinBUFFALO @KeyBankCtr @anthonykissdj Incredibly excited. JANET BIRTHDAY CELEBRATION BABYYYYY',1,1,0,133,0,0.481203007519
301859013.0,2017/11/17 4:16,[],0,0,CaliBoi E,1881,904,"Los Angeles, CA",2814,None,None,b'I added a video to a @YouTube playlist https://t.co/t3Jd4p4e49 K. Michelle - Birthday (Official Video)',0,-1,0,105,0,0.0857142857143
1497541531.0,2017/11/17 4:16,[],0,1,Jet,375,702,90059,72471,None,None,"b'My sons 5th birthday. We did the cake the day after he was feeling under the weather that week,\xe2\x80\xa6 https://t.co/mhHe8Fgeqk'",1,1,0,134,0,0.0298507462687
7.68e+17,2017/11/17 4:16,[],1,1,Isabella,204,127,"Los Angeles, CA",820,None,None,b'@desveladx Happy birthday beautiful! \xf0\x9f\x92\x95\xf0\x9f\x8e\x89\xe2\x9c\xa8',1,-1,1,84,0,0.0119047619048
3430507873.0,2017/11/17 4:12,[],1,2,sof,326,513,"Los Angeles, CA",2245,None,None,"b""happy birthday ryan!! you're such a cool dude, hope your day was great&lt;3 @__ryanflores""",2,-1,2,92,0,0.0
7.42e+17,2017/11/17 4:11,[],0,0,Max Park,12,3,"Los Angeles, California",72,None,None,"b""Today is my dad's birthday! I believe he is 53-year-old, and we're going to watch a movie named Cars 3 while eating\xe2\x80\xa6 https://t.co/cceCuslHwO""",2,-1,1,154,0,0.038961038961
2500406322.0,2017/11/17 4:11,[],0,0,Ketamine Clinics,441,795,"Los Angeles, CA",466,None,None,"b""We truly love our amazing team, and we were happy to celebrate Alyssa's birthday with a special dinner! We hope you\xe2\x80\xa6 https://t.co/KYOoRqHHjL""",2,1,1,154,0,0.0649350649351
613684183.0,2017/11/17 4:09,"['CelebWhoGive', 'charity']",3,4,Celebrities Who Give,3253,36416,"Los Angeles, CA",17007,None,None,b'#CelebWhoGive @david_ramsey donates birthday weekend to #charity partnering @1degreeapp on November 19th for Testic\xe2\x80\xa6 https://t.co/JY7fVAV8qV',1,-1,0,154,0,0.0714285714286
18777817.0,2017/11/17 4:06,[],0,0,felonyrecords,466,759,"Torrance, CA",5078,None,None,"b""Happy birthday Caper! What's your favorite Lagwagon/Joey Cape song?\n\nHere's some crappy footage I took a few... https://t.co/VSUPxrwb8x""",2,1,1,140,1,0.0857142857143
32867432.0,2017/11/17 4:05,[],1,1,Jen Friel,3534,10483,"Los Angeles, CA",50829,None,None,b'@RachelTrue Happy happy happy birthday beautiful!!!!! https://t.co/S6UBRf19zr',2,-1,5,80,0,0.0875
3883803559.0,2017/11/17 4:04,[],1,1,Clarissa Jimenez,120,163,,2618,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,"b""@_nereeexoxo HAPPY BIRTHDAY LOVEBUG \xf0\x9f\x98\x98 hope you're enjoying your day! take a shot for me \xf0\x9f\x92\x98 miss you!!""",2,1,3,133,0,0.15037593985
3007542732.0,2017/11/17 4:03,[],0,0,Jaylon Alexander,1167,1564,"Los Angeles, CA",8178,None,None,b'@mitchellspyres5 Happy Birthday brotha \xf0\x9f\x92\xaf',1,-1,0,58,0,0.0344827586207
9.23e+17,2017/11/17 4:03,[],0,0,Mirtha,3,1,"Los Angeles, CA",2,None,None,b'The ACE Family drops new merch on my birthday!!!! Makes me so sad because I\xe2\x80\x99ve been waiting for new merch and the d\xe2\x80\xa6 https://t.co/tJp1aONGBb',-1,-1,4,165,0,0.0727272727273
38461204.0,2017/11/17 4:02,[],0,0,TENI,220,14376,Los Angeles,416,None,None,b'Happy birthday Sir \xf0\x9f\x98\x8a https://t.co/F8oNq3Xms9',1,-1,0,62,0,0.0806451612903
8526292.0,2017/11/17 4:00,[],0,2,Keri,775,142,"Los Angeles, CA",4576,None,None,b'@TheApexFan happy birthday to one of the guys who almost had me wanting to drink the Imperial Kool-Aid.',1,-1,0,106,0,0.0566037735849
3829832780.0,2017/11/17 4:00,[],3,2,Gaming Lawyer,196,462,"Los Angeles, CA",1170,None,None,b'Now LIVE:  Launching my FOUR DAY BIRTHDAY WEEKEND with streaming and playing stuff!! https://t.co/sH4ofBEeHY',1,1,2,111,0,0.297297297297
8.63e+17,2017/11/17 4:00,[],5,3,lafemmemerveilleuse,573,3506,"Los Angeles, CA",4553,None,None,"b""And as I've gotten older, I've had more of a tendency to look for people who live by kindness, tolerance, compassio\xe2\x80\xa6 https://t.co/BTh4kxdvW1""",1,-1,0,154,0,0.038961038961
9.25e+17,2017/11/17 3:59,"['batchmadeinheaven', 'birthdayboy']",0,1,Amanda Batch,72,28,"California, USA",34,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='07d9d8228b886000', url='https://api.twitter.com/1.1/geo/id/07d9d8228b886000.json', place_type='poi', name='Yard House', full_name='Yard House', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.5563244, 34.2410884], [-118.5563244, 34.2410884], [-118.5563244, 34.2410884], [-118.5563244, 34.2410884]]]), attributes={})",None,b'29 looks good on him \xf0\x9f\x98\x89\nCelebrating my love with a birthday dinner at Yardhouse! #batchmadeinheaven #birthdayboy #29 https://t.co/S877zhUKwj',2,1,1,158,0,0.0316455696203
234286213.0,2017/11/17 3:58,[],0,0,Candice Swanepoel,476,588,LA,35823,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,b'yung si mama lang nagpaalala saakin na birthday ko na pala sa monday... okay.. \xe2\x98\xb9\xef\xb8\x8f',1,-1,0,106,0,0.0
2465331026.0,2017/11/17 3:57,[],0,0,Lola Tierra,1200,405,"Los Angeles, CA",661,None,None,b'@Girbeagly Yass Harry Potter for the win!!! Also glad your birthday was good!! \xf0\x9f\x98\x84\xf0\x9f\x98\x84',2,-1,5,114,0,0.0438596491228
1948511378.0,2017/11/17 3:55,[],0,1,reyna,249,207,"Los Angeles, CA",5453,None,None,b'@DuhhhMaria happy birthday! \xf0\x9f\x92\x98\xf0\x9f\x92\x98',2,-1,1,63,0,0.031746031746
2448165212.0,2017/11/17 3:55,[],2,4,ALANNAH,396,2361,"Los Angeles, CA",19087,None,None,"b'HAPPY BIRTHDAY TO ONE OF THE FUNNIEST, BADDEST BITCHES I KNOW \xe2\x9d\xa4\xef\xb8\x8f @sparklyjoeyy IM SO HAPPY TO HAVE YOU IN MY LIFE.\xe2\x80\xa6 https://t.co/WPOyEItHLu'",2,-1,0,175,0,0.474285714286
605027908.0,2017/11/17 3:52,[],0,1,Princess Ass,428,836,"Los Angeles, CA",84320,None,None,b'@nostalgicthotz Im sorrry. Its our friends birthday',0,1,0,54,0,0.037037037037
101168602.0,2017/11/17 3:51,[],0,1,jocelyn,1092,778,"Los Angeles, CA",12080,None,None,"b'If you\'re coming to my birthday party, be prepared to listen to ""Get Rich or Die Tryin\'"" on repeat.'",0,-1,0,104,0,0.0480769230769
4745862650.0,2017/11/17 3:51,[],1,1,shortiee,280,423,"Los Angeles, CA",5494,None,None,b'@SkinandBonezMSU Happy Birthday bobby',1,-1,0,40,0,0.175
26447979.0,2017/11/17 3:49,['LOVE'],1,0,Barbara (LAGirl888),2103,1107,"Los Angeles, CA",46386,None,None,b'@StellaD79 @DonnieWahlberg @NBA Aww! I\xe2\x80\x98m still hoping I get some #LOVE from Donnie too! Thanks again for all the bi\xe2\x80\xa6 https://t.co/C8ocCyJ65y',2,-1,2,165,0,0.115151515152
636464378.0,2017/11/17 3:47,['bobafett'],0,0,Chris Dingess,647,2967,Los Angeles,3728,None,None,b'Finally revealed: what happens in the belly of the Sarlacc. Happy Birthday Gordon! #bobafett\xe2\x80\xa6 https://t.co/z0Wr9RZk4c',2,-1,1,131,0,0.0610687022901
8.63e+17,2017/11/17 3:46,['MartinScorsese'],5,8,lafemmemerveilleuse,573,3506,"Los Angeles, CA",4553,None,None,"b""#MartinScorsese birthday ! \n\xe2\x80\x9cI don't have the guts. Come on, asshole. Come over here. Come over here. I'll put this\xe2\x80\xa6 https://t.co/BA6VHvw1hW""",2,1,1,166,0,0.0722891566265
50730910.0,2017/11/17 3:45,[],0,0,Richard Carr,247,89,"Venice Beach, Los Angeles",89,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='4baf4d09759d33e4', url='https://api.twitter.com/1.1/geo/id/4baf4d09759d33e4.json', place_type='city', name='Hermosa Beach', full_name='Hermosa Beach, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.4095788, 33.8518504], [-118.3848663, 33.8518504], [-118.3848663, 33.877823], [-118.4095788, 33.877823]]]), attributes={})","{'type': 'Point', 'coordinates': [33.8663, -118.4]}","b""How the boys do birthdays (that's a candle in the middle)\n\nHappy birthday sporttim86\xe2\x80\xa6 https://t.co/XvijxtTqfG""",1,-1,0,125,0,0.04
51331937.0,2017/11/17 3:45,[],0,1,Tash ��,198,7303,Los Angeles ,20006,None,None,"b'@KhloeKStan @goodamerican omg you gotta go!! I just hope she\xe2\x80\x99s there for the opening day, that\xe2\x80\x99s my birthday lmao'",2,1,2,138,0,0.0289855072464
2388602335.0,2017/11/17 3:45,['ASKGARYVEE'],0,0,CanningwithCathy,89,71,"Toluca Lake, Los Angeles",369,None,None,"b""I liked a @YouTube video https://t.co/3SjCj8a41l MY SNEAKERS SELL OUT, HAD T-PAIN ON #ASKGARYVEE, &amp; IT'S MY BIRTHDAY!""",2,1,1,124,0,0.443548387097
17451655.0,2017/11/17 3:45,[],0,4,DJ E-Rock,3501,24178,"Los Angeles, CA",79755,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,b'Thank you to everyone who took part in last nights birthday celebration @thelightvegas! Weather you came from a far\xe2\x80\xa6 https://t.co/ct1xNjGXkD',2,-1,1,154,0,0.038961038961
3149454692.0,2017/11/17 3:44,[],0,0,Adam P. Cray,274,87,"Los Angeles, CA",387,None,None,"b'Happy Birthday Clu!!! @ Los Angeles, California https://t.co/x3JXcdSjua'",1,-1,3,74,0,0.121621621622
285452619.0,2017/11/17 3:43,[],0,1,Jake Koeppe,1009,821,"Los Angeles, CA",21918,None,None,"b""@Fdanielix Nah. That's Mickey's birthday. Lol Thanks for the late birthday wishes.""",2,1,0,85,0,0.0705882352941
8.63e+17,2017/11/17 3:43,"['MartinScorsese', 'robertdeniro', 'HarveyKeitel']",12,18,lafemmemerveilleuse,573,3506,"Los Angeles, CA",4553,None,None,b'Happy birthday to #MartinScorsese ! \nMean Streets (1973) #robertdeniro #HarveyKeitel @colebrax @WrongReel\xe2\x80\xa6 https://t.co/pNaOauKyjd',2,1,1,145,0,0.0827586206897
45773023.0,2017/11/17 3:42,[],48,309,Landon Romano,618,56592,"Los Angeles, CA",21392,None,None,b'y\xe2\x80\x99all it\xe2\x80\x99s almost my birthday!!!!!\xf0\x9f\x8e\x82\xf0\x9f\x8e\x82\xf0\x9f\x8e\x82 #23 https://t.co/CRORU2Z5ec',2,-1,5,135,0,0.0444444444444
601484118.0,2017/11/17 3:36,[],0,0,Oasis of Hollywood,58,240,"Hollywood, CA ",855,None,None,b'Thanks to my staff for birthday wishes https://t.co/SYcio37SKw',2,1,0,65,0,0.0769230769231
303954085.0,2017/11/17 3:36,[],0,0,g.,931,2863,"Los Angeles, CA",80859,None,None,"b'im getting so drunk for my birthday, i talk about it everyday.. then im making 21\xf0\x9f\x98\x82 girlllllll'",0,-1,0,111,0,0.0
1692947490.0,2017/11/17 3:35,[],0,3,Adam Ramzi,551,54546,"Los Angeles, CA",5510,None,None,"b""@Kennaleigh1970 I'll take a birthday wish any day of the week! Well, this week...""",2,1,1,84,0,0.0357142857143
